Team,Player,x,y,xG,Distance,Outcome,Body Part,Shot Type
Newcastle United,Ayoze Pérez Gutiérrez,107.1,32.0,0.10174897,15.179262169156976,Blocked,Left Foot,Open Play
Newcastle United,Ayoze Pérez Gutiérrez,106.2,26.3,0.06538472,19.445565047074357,Off T,Right Foot,Open Play
Norwich City,Sébastien Aymar Bassong Nguena,114.6,34.3,0.09521794,7.851751396981446,Blocked,Head,Open Play
Norwich City,Steven Whittaker,95.2,56.7,0.016900305,29.89866217742861,Blocked,Left Foot,Open Play
Norwich City,Nathan Redmond,111.4,16.9,0.00812147,24.64893506827425,Off T,Right Foot,Free Kick
Norwich City,Nathan Redmond,99.6,58.6,0.010814107,27.606520968785624,Off T,Left Foot,Open Play
Newcastle United,Aleksandar Mitrović,105.0,36.2,0.26873535,15.473848907107758,Goal,Left Foot,Open Play
Newcastle United,Georginio Wijnaldum,115.9,42.6,0.48528257,4.8548944375753385,Goal,Head,Open Play
Norwich City,Nathan Redmond,103.9,60.0,0.0102555165,25.67508519946915,Post,Right Foot,Open Play
Norwich City,Dieumerci Mbokani Bezua,113.6,33.9,0.105883196,8.841379982785497,Saved,Head,Open Play
Norwich City,Russell Martin,113.9,36.4,0.12843333,7.083078426785908,Blocked,Head,Open Play
Norwich City,Jonathan Howson,111.9,32.0,0.084981784,11.384638773364744,Blocked,Right Foot,Open Play
Norwich City,Steven Whittaker,98.4,37.3,0.04770122,21.76809592040608,Blocked,Left Foot,Open Play
Norwich City,Robert Brady,96.5,27.8,0.033927802,26.478104161740884,Saved,Right Foot,Open Play
Norwich City,Jonathan Howson,91.1,30.2,0.030136447,30.516389039334264,Saved,Right Foot,Open Play
Newcastle United,Georginio Wijnaldum,96.5,29.3,0.036391806,25.821309029559288,Goal,Right Foot,Open Play
Norwich City,Dieumerci Mbokani Bezua,94.7,42.0,0.043690234,25.37892826736385,Blocked,Right Foot,Open Play
Norwich City,Cameron Jerome,100.1,42.7,0.053362656,20.082330542046165,Off T,Left Foot,Open Play
Aston Villa,Carles Gil de Pareja Vicent,95.2,51.8,0.015441174,27.46415846152945,Off T,Left Foot,Open Play
Chelsea,Ruben Loftus-Cheek,106.8,31.8,0.04386382,15.539626765144654,Blocked,Right Foot,Open Play
Aston Villa,Alan Hutton,112.9,56.7,0.013807228,18.14662503056698,Saved,Right Foot,Open Play
Aston Villa,Alan Hutton,113.4,53.5,0.047406577,15.02697574364183,Wayward,Right Foot,Open Play
Aston Villa,Jack Grealish,102.2,52.7,0.034523033,21.866183937761065,Saved,Left Foot,Open Play
Aston Villa,Jordan Ayew,97.5,25.5,0.051481657,26.767517628648346,Off T,Right Foot,Free Kick
Chelsea,Kurt Happy Zouma,94.6,42.0,0.033593222,25.478618486880332,Blocked,Right Foot,Open Play
Aston Villa,Rudy Gestede,110.5,38.2,0.17077029,9.669022701390249,Off T,Right Foot,Open Play
Chelsea,John Terry,109.9,38.9,0.08998033,10.159724405711009,Off T,Head,Open Play
Chelsea,Diego da Silva Costa,111.6,37.0,0.67447734,8.919641248391109,Goal,Right Foot,Open Play
Chelsea,Willian Borges da Silva,107.9,14.9,0.007511349,27.86431409527247,Saved,Right Foot,Free Kick
Aston Villa,Ashley Westwood,98.6,45.0,0.049216557,21.97635092548352,Saved,Right Foot,Open Play
Aston Villa,Jack Grealish,106.7,22.1,0.016661743,22.30022421411946,Off T,Right Foot,Open Play
Chelsea,Pedro Eliezer Rodríguez Ledesma,106.9,54.4,0.038559288,19.467151820438442,Off T,Left Foot,Open Play
Chelsea,Diego da Silva Costa,111.6,34.9,0.11178772,9.827003612495526,Saved,Head,Open Play
Aston Villa,Joleon Lescott,112.6,36.5,0.07181136,8.18596359630313,Blocked,Head,Open Play
Aston Villa,Joleon Lescott,115.9,33.2,0.06745717,7.940403012442121,Blocked,Left Foot,Open Play
Aston Villa,Rudy Gestede,106.2,43.0,0.027197104,14.122322755127781,Off T,Head,Open Play
Chelsea,Pedro Eliezer Rodríguez Ledesma,88.0,31.4,0.022560503,33.13547947442439,Blocked,Right Foot,Open Play
Chelsea,Francesc Fàbregas i Soler,115.1,52.0,0.077776186,12.961867149450347,Off T,Right Foot,Open Play
Sunderland,Jermain Defoe,98.7,40.5,0.052556932,21.305867736377223,Blocked,Right Foot,Open Play
Sunderland,Jermain Defoe,89.2,23.6,0.0067907935,34.89412558010302,Saved,Right Foot,Open Play
Tottenham Hotspur,Harry Kane,93.2,31.0,0.030364534,28.270833026283466,Off T,Right Foot,Open Play
Tottenham Hotspur,Heung-Min Son,88.6,37.2,0.019211572,31.524593573906714,Blocked,Right Foot,Open Play
Sunderland,Jeremain Lens,92.4,59.8,0.0066523426,33.96763165132358,Off T,Left Foot,Open Play
Sunderland,Jermain Defoe,107.7,45.4,0.46183652,13.433167906342865,Post,Right Foot,Open Play
Tottenham Hotspur,Harry Kane,104.4,43.9,0.048292868,16.08011193990887,Blocked,Right Foot,Open Play
Tottenham Hotspur,Harry Kane,111.2,57.5,0.01241558,19.588006534611935,Blocked,Right Foot,Open Play
Tottenham Hotspur,Heung-Min Son,95.9,50.6,0.033756953,26.328121847180814,Off T,Left Foot,Open Play
Sunderland,Jermain Defoe,106.2,52.0,0.0814933,18.287700784953802,Saved,Left Foot,Open Play
Sunderland,Jeremain Lens,95.2,46.9,0.027021892,25.741989045137903,Blocked,Left Foot,Open Play
Sunderland,Jeremain Lens,111.8,28.3,0.0806382,14.287407042567242,Blocked,Left Foot,Open Play
Sunderland,Jermain Defoe,105.3,23.6,0.03842329,22.0238507078122,Blocked,Right Foot,Open Play
Tottenham Hotspur,Ryan Mason,90.4,37.7,0.02806574,29.68922363417406,Off T,Left Foot,Open Play
Sunderland,Jeremain Lens,102.8,25.6,0.04653528,22.432119828495924,Saved,Right Foot,Open Play
Tottenham Hotspur,Nacer Chadli,111.1,41.4,0.06958861,9.009439494219388,Wayward,Right Foot,Open Play
Sunderland,Ola Toivonen,92.2,49.1,0.027685953,29.251495688254984,Off T,Right Foot,Open Play
Sunderland,Billy Jones,90.5,52.0,0.01400011,31.847291878588358,Blocked,Right Foot,Open Play
Tottenham Hotspur,Harry Kane,113.8,46.7,0.12710917,9.12852671574116,Off T,Right Foot,Open Play
Tottenham Hotspur,Nacer Chadli,101.7,50.7,0.0694736,21.19858485842864,Blocked,Right Foot,Open Play
Tottenham Hotspur,Eric Dier,112.9,38.4,0.14099266,7.278049189171499,Saved,Head,Open Play
Tottenham Hotspur,Andros Townsend,100.8,50.0,0.040436424,21.648094604375697,Blocked,Left Foot,Open Play
Tottenham Hotspur,Ryan Mason,99.6,36.1,0.07526835,20.769448716805176,Saved,Left Foot,Open Play
Tottenham Hotspur,Ryan Mason,109.1,44.0,0.49434486,11.610770861575045,Goal,Right Foot,Open Play
Sunderland,Jack Rodwell,106.4,49.8,0.09469869,16.763054614240204,Post,Right Foot,Open Play
Tottenham Hotspur,Harry Kane,112.5,52.4,0.13878465,14.491721774861674,Saved,Right Foot,Open Play
Tottenham Hotspur,Erik Lamela,111.9,44.3,0.13777885,9.170605214488294,Off T,Head,Open Play
Tottenham Hotspur,Nacer Chadli,92.7,37.5,0.039149195,27.41422988157792,Off T,Right Foot,Open Play
Tottenham Hotspur,Nacer Chadli,109.9,49.1,0.09314624,13.594851966829205,Off T,Right Foot,Open Play
Sunderland,Jeremain Lens,115.1,36.8,0.13641623,5.852349955359819,Off T,Head,Open Play
AFC Bournemouth,Callum Wilson,106.5,52.2,0.06787996,18.19587865424476,Goal,Right Foot,Open Play
AFC Bournemouth,Matt Ritchie,94.2,33.6,0.019833341,26.581948762270983,Goal,Left Foot,Open Play
Sunderland,Ola Toivonen,113.7,28.8,0.018789858,12.85029182548007,Saved,Head,Open Play
Sunderland,Jordi Gómez García-Penche,116.0,74.8,0.008465516,35.02913073429028,Saved,Left Foot,Free Kick
AFC Bournemouth,Callum Wilson,110.9,57.1,0.009722556,19.370596273734062,Blocked,Right Foot,Open Play
Sunderland,Fabio Borini,89.5,44.4,0.021393487,30.815742729974886,Blocked,Right Foot,Open Play
AFC Bournemouth,Marc Pugh,108.4,45.9,0.054927386,13.01422298871507,Off T,Head,Open Play
Sunderland,Younes Kaboul,93.9,20.8,0.008836302,32.401388859121454,Blocked,Right Foot,Open Play
Sunderland,Jermain Defoe,108.6,28.4,0.21523397,16.264070831129583,Saved,Right Foot,Open Play
AFC Bournemouth,Lee Tomlin,94.4,44.1,0.025731878,25.926241532470527,Saved,Right Foot,Open Play
AFC Bournemouth,Matt Ritchie,99.9,60.5,0.009149136,28.70992859621911,Blocked,Left Foot,Open Play
Sunderland,Fabio Borini,102.9,34.1,0.076180466,18.089223311131956,Blocked,Right Foot,Open Play
Sunderland,Jack Rodwell,94.8,40.7,0.032372266,25.209720347516754,Blocked,Right Foot,Open Play
Sunderland,Fabio Borini,89.3,43.8,0.013377207,30.934285186504635,Off T,Right Foot,Open Play
AFC Bournemouth,Sylvain Distin,116.4,43.4,0.1450499,4.951767361255974,Blocked,Head,Open Play
AFC Bournemouth,Marc Pugh,94.6,23.9,0.016823092,30.072745135753742,Blocked,Right Foot,Open Play
AFC Bournemouth,Matt Ritchie,90.9,27.0,0.020883983,31.87177434659074,Off T,Left Foot,Open Play
AFC Bournemouth,Marc Pugh,101.0,19.1,0.00981444,28.24553061990516,Saved,Right Foot,Open Play
AFC Bournemouth,Andrew Surman,101.1,29.0,0.039306756,21.8680131699247,Blocked,Left Foot,Open Play
AFC Bournemouth,Marc Pugh,106.7,27.9,0.053225473,17.98054504179448,Post,Right Foot,Open Play
Sunderland,Jeremain Lens,90.4,36.3,0.029892249,29.83035366870463,Off T,Right Foot,Open Play
AFC Bournemouth,Marc Pugh,105.4,26.6,0.046460558,19.817164277464116,Blocked,Right Foot,Open Play
AFC Bournemouth,Glenn Murray,105.7,20.5,0.010145112,24.181397809059753,Saved,Right Foot,Open Play
AFC Bournemouth,Adam Smith,96.6,52.3,0.044645246,26.43577122007225,Wayward,Right Foot,Open Play
Arsenal,Aaron Ramsey,108.6,30.8,0.06502127,14.649232061783993,Blocked,Left Foot,Open Play
Arsenal,Santiago Cazorla González,104.9,46.2,0.056177016,16.32329623574846,Blocked,Right Foot,Open Play
Leicester City,Jeffrey Schlupp,103.3,22.2,0.028971994,24.40758078958257,Saved,Left Foot,Open Play
Leicester City,Jamie Vardy,101.6,37.2,0.058932893,18.61182419861095,Blocked,Left Foot,Open Play
Leicester City,Jamie Vardy,113.3,25.9,0.07671545,15.610893632332521,Goal,Right Foot,Open Play
Leicester City,Riyad Mahrez,91.8,41.5,0.029999163,28.2398654387729,Blocked,Left Foot,Open Play
Arsenal,Theo Walcott,116.7,29.6,0.09052327,10.911003620199196,Saved,Left Foot,Open Play
Arsenal,Santiago Cazorla González,104.0,21.9,0.021842366,24.158021442162852,Saved Off Target,Right Foot,Open Play
Leicester City,Jamie Vardy,101.1,53.2,0.04343468,23.05319934412576,Blocked,Left Foot,Open Play
Leicester City,Jamie Vardy,115.0,41.2,0.2241868,5.141984052872977,Post,Head,Open Play
Arsenal,Theo Walcott,109.3,30.6,0.42959407,14.24254190796011,Goal,Left Foot,Open Play
Arsenal,Santiago Cazorla González,103.4,41.5,0.061995808,16.66763330530162,Blocked,Right Foot,Open Play
Arsenal,Alexis Alejandro Sánchez Sánchez,114.7,36.0,0.7257534,6.640030120413609,Goal,Right Foot,Open Play
Arsenal,Santiago Cazorla González,102.4,59.8,0.011800119,26.491508073343045,Off T,Right Foot,Open Play
Arsenal,Theo Walcott,101.4,25.6,0.045653593,23.522754940695183,Blocked,Right Foot,Open Play
Leicester City,Riyad Mahrez,96.6,29.8,0.02269394,25.52645686341918,Off T,Left Foot,Open Play
Arsenal,Alexis Alejandro Sánchez Sánchez,112.0,34.4,0.1106217,9.765244492586962,Blocked,Right Foot,Open Play
Arsenal,Alexis Alejandro Sánchez Sánchez,107.4,50.6,0.05238152,16.465721970202214,Blocked,Right Foot,Open Play
Arsenal,Theo Walcott,106.8,41.5,0.10614795,13.28495389529072,Blocked,Right Foot,Open Play
Arsenal,Alexis Alejandro Sánchez Sánchez,115.8,29.4,0.046680387,11.401754250991383,Blocked,Head,Open Play
Leicester City,Jeffrey Schlupp,100.5,26.2,0.03201618,23.889118861942148,Saved,Left Foot,Open Play
Arsenal,Alexis Alejandro Sánchez Sánchez,114.4,39.5,0.31850713,5.622277118748233,Goal,Head,Open Play
Arsenal,Theo Walcott,102.6,44.1,0.11157008,17.87652091431664,Saved,Right Foot,Open Play
Arsenal,Theo Walcott,99.6,23.6,0.036646605,26.174797038372624,Off T,Right Foot,Open Play
Arsenal,Mesut Özil,107.2,32.1,0.17639641,15.04160895649132,Blocked,Left Foot,Open Play
Leicester City,Andrew Philip King,102.5,44.5,0.101796836,18.069310999592652,Off T,Right Foot,Open Play
Arsenal,Theo Walcott,107.0,29.8,0.095833994,16.523922052587878,Saved,Right Foot,Open Play
Leicester City,N''Golo Kanté,89.8,31.3,0.021536218,31.42817207538485,Off T,Right Foot,Open Play
Arsenal,Santiago Cazorla González,89.4,48.6,0.020803722,31.785531299633796,Blocked,Right Foot,Open Play
Arsenal,Aaron Ramsey,102.8,48.1,0.08141377,19.01183841715472,Saved,Right Foot,Open Play
Arsenal,Aaron Ramsey,97.8,52.0,0.035183277,25.235689013775712,Blocked,Right Foot,Open Play
Arsenal,Theo Walcott,106.5,44.0,0.08554249,14.080127840328723,Blocked,Right Foot,Open Play
Arsenal,Mesut Özil,104.4,50.6,0.061348923,18.86054081939327,Blocked,Right Foot,Open Play
Arsenal,Alexis Alejandro Sánchez Sánchez,92.5,29.0,0.026167579,29.618406439239774,Goal,Right Foot,Open Play
Leicester City,Jamie Vardy,112.2,30.8,0.30048242,12.06150902665168,Saved,Left Foot,Open Play
Leicester City,Riyad Mahrez,110.3,24.8,0.05151989,18.031361568112377,Saved,Left Foot,Open Play
Leicester City,Wes Morgan,114.8,34.3,0.08111569,7.7155686763841365,Off T,Head,Open Play
Leicester City,Riyad Mahrez,108.7,52.4,0.09895737,16.776471619503308,Blocked,Right Foot,Open Play
Leicester City,Andrej Kramarić,113.3,36.4,0.36157164,7.605918747922571,Saved,Right Foot,Open Play
Leicester City,Jamie Vardy,110.5,26.7,0.0611111,16.34441800738099,Goal,Right Foot,Open Play
Arsenal,Mesut Özil,108.8,27.3,0.19784258,16.933103672983286,Saved,Left Foot,Open Play
Arsenal,Olivier Giroud,108.6,36.2,0.21319295,12.016655108639846,Goal,Left Foot,Open Play
Manchester United,Ander Herrera Agüera,101.4,48.2,0.03142079,20.327321515635056,Blocked,Right Foot,Open Play
Manchester United,Memphis Depay,111.2,40.6,0.19655217,8.820430828479976,Goal,Left Foot,Open Play
Watford,Odion Jude Ighalo,109.6,53.9,0.08215285,17.360011520733504,Off T,Right Foot,Open Play
Manchester United,Morgan Schneiderlin,112.0,53.5,0.06238033,15.692354826475215,Off T,Right Foot,Open Play
Watford,Etienne Capoue,99.1,46.2,0.045200415,21.800229356591647,Off T,Right Foot,Open Play
Manchester United,Memphis Depay,94.6,21.4,0.00821562,31.48205838251369,Saved,Right Foot,Open Play
Manchester United,Jesse Lingard,103.9,32.0,0.19899037,17.978042162593784,Saved,Left Foot,Open Play
Manchester United,Bastian Schweinsteiger,91.5,48.5,0.024351954,29.740544715926102,Off T,Right Foot,Open Play
Manchester United,Phil Jones,103.2,52.0,0.052710865,20.645580640902303,Blocked,Left Foot,Open Play
Manchester United,Memphis Depay,96.5,22.6,0.016059695,29.24055403031892,Off T,Right Foot,Open Play
Watford,Troy Deeney,102.4,33.9,0.08930233,18.62713075060139,Saved,Right Foot,Open Play
Watford,Odion Jude Ighalo,115.5,39.0,0.28411442,4.6097722286464435,Blocked,Right Foot,Open Play
Watford,Ben Watson,90.1,43.7,0.027688993,30.12806001056159,Blocked,Right Foot,Open Play
Manchester United,Memphis Depay,105.7,27.9,0.03773829,18.73232500251904,Off T,Left Foot,Open Play
Watford,Etienne Capoue,111.4,32.3,0.11945056,11.543396380615194,Blocked,Left Foot,Open Play
Watford,Almen Abdi,106.1,27.4,0.049189508,18.760863519571807,Saved,Right Foot,Open Play
Watford,Troy Deeney,103.1,45.7,0.12343411,17.83535814050282,Saved,Right Foot,Open Play
Manchester United,Jesse Lingard,98.8,38.8,0.27037808,21.2339351039792,Saved,Right Foot,Open Play
Watford,Troy Deeney,108.1,40.1,0.7835,11.900420160649796,Goal,Right Foot,Penalty
Manchester United,Chris Smalling,111.7,36.3,0.086513646,9.087353850269064,Saved,Right Foot,Open Play
Manchester United,Jesse Lingard,107.4,29.8,0.0693088,16.21110730332755,Saved,Left Foot,Open Play
Manchester United,Bastian Schweinsteiger,118.0,48.4,0.11984462,8.63481325796916,Blocked,Right Foot,Open Play
Watford,Odion Jude Ighalo,109.0,39.7,0.05718027,11.00409014866745,Saved,Right Foot,Open Play
AFC Bournemouth,Junior Stanislas,120.2,1.0,0.00018,39.000512817141264,Goal,Right Foot,Corner
Manchester United,Marouane Fellaini-Bakkioui,112.4,36.2,0.38391295,8.497058314499194,Saved,Left Foot,Open Play
Manchester United,Paddy McNair,107.7,35.4,0.06646917,13.132021931142209,Saved,Head,Open Play
Manchester United,Paddy McNair,111.0,44.9,0.083019175,10.247438704378768,Off T,Right Foot,Open Play
AFC Bournemouth,Junior Stanislas,89.9,48.6,0.037855312,31.304472523906224,Off T,Right Foot,Free Kick
Manchester United,Anthony Martial,101.7,41.5,0.16560505,18.361372497719223,Off T,Right Foot,Open Play
Manchester United,Memphis Depay,110.4,28.3,0.13040406,15.134397906755323,Saved,Right Foot,Open Play
Manchester United,Marouane Fellaini-Bakkioui,114.5,38.9,0.31130567,5.608921464952064,Goal,Right Foot,Open Play
AFC Bournemouth,Junior Stanislas,97.3,28.4,0.03266647,25.492155656201383,Saved,Right Foot,Open Play
AFC Bournemouth,Joshua King,112.1,36.0,0.09392718,8.854942122905157,Off T,Left Foot,Open Play
AFC Bournemouth,Matt Ritchie,99.1,47.6,0.04915676,22.238929830367294,Saved,Left Foot,Open Play
AFC Bournemouth,Matt Ritchie,102.2,40.6,0.03607292,17.810109488714545,Off T,Head,Open Play
AFC Bournemouth,Simon Francis,110.2,56.6,0.014183522,19.276929216034386,Saved,Right Foot,Open Play
AFC Bournemouth,Joshua King,112.0,41.4,0.13452877,8.121576201698781,Goal,Right Foot,Open Play
Manchester United,Marouane Fellaini-Bakkioui,106.3,36.7,0.07648106,14.091841611372166,Saved,Right Foot,Open Play
Manchester United,Marouane Fellaini-Bakkioui,106.3,29.0,0.057882454,17.56957597667058,Blocked,Right Foot,Open Play
Manchester United,Marouane Fellaini-Bakkioui,111.4,43.8,0.1427861,9.402127418834521,Blocked,Left Foot,Open Play
AFC Bournemouth,Glenn Murray,111.8,45.3,0.5549199,9.763708311906907,Off T,Left Foot,Open Play
AFC Bournemouth,Glenn Murray,114.0,41.5,0.12418688,6.18465843842649,Off T,Left Foot,Open Play
Manchester United,Michael Carrick,101.5,39.1,0.0649704,18.521878954360975,Blocked,Right Foot,Open Play
Manchester United,Anthony Martial,104.5,37.1,0.04094817,15.768956845650887,Off T,Left Foot,Open Play
AFC Bournemouth,Harry Arter,97.9,29.4,0.054196835,24.51060994753088,Off T,Left Foot,Open Play
West Ham United,Cheikhou Kouyaté,89.1,47.0,0.020213937,31.682960720235734,Saved,Right Foot,Open Play
West Ham United,Michail Antonio,96.5,49.5,0.02470938,25.347583711273153,Saved,Right Foot,Open Play
West Ham United,Michail Antonio,101.1,57.0,0.025405297,25.420660888340418,Blocked,Left Foot,Open Play
West Ham United,Alexandre Dimitri Song-Billong,94.4,46.2,0.029137122,26.340083523026266,Blocked,Right Foot,Open Play
Stoke City,Marco van Ginkel,111.4,46.2,0.084593154,10.601886624558855,Off T,Left Foot,Open Play
Stoke City,Ibrahim Afellay,100.5,39.6,0.07471115,19.504102132628407,Blocked,Left Foot,Open Play
Stoke City,Ryan Shawcross,111.7,39.7,0.07348032,8.305419917138444,Blocked,Head,Open Play
Stoke City,Marko Arnautović,113.6,42.2,0.3105806,6.767569726275458,Off T,Left Foot,Open Play
West Ham United,James Collins,108.1,38.4,0.08400308,12.007081243999314,Blocked,Left Foot,Open Play
West Ham United,James Collins,111.5,37.9,0.12966536,8.755569655939013,Saved,Right Foot,Open Play
West Ham United,Mauro Matías Zárate,95.5,47.8,0.062677845,25.71167050193355,Blocked,Right Foot,Free Kick
West Ham United,Cheikhou Kouyaté,111.1,49.7,0.059325803,13.164345787011225,Blocked,Right Foot,Open Play
West Ham United,Andy Carroll,106.6,34.4,0.030481705,14.523085071705673,Saved Off Target,Head,Open Play
West Ham United,Andy Carroll,107.4,36.7,0.041745376,13.02497600765544,Off T,Head,Open Play
West Ham United,Michail Antonio,111.1,39.7,0.17260039,8.905054744357281,Off T,Head,Open Play
West Ham United,Michail Antonio,107.4,34.5,0.13309301,13.748090776540568,Saved,Right Foot,Open Play
Stoke City,Marko Arnautović,107.0,51.0,0.07664683,17.029386365926403,Saved,Right Foot,Open Play
West Ham United,Andy Carroll,113.6,39.5,0.15741299,6.419501538281619,Blocked,Head,Open Play
West Ham United,Cheikhou Kouyaté,110.3,35.0,0.06870421,10.912836478203092,Off T,Head,Open Play
Stoke City,Marko Arnautović,88.6,40.9,0.0288367,31.412895441203766,Blocked,Right Foot,Free Kick
Stoke City,Bojan Krkíc Pérez,103.5,27.8,0.03340511,20.520477577288496,Off T,Right Foot,Open Play
West Ham United,Andy Carroll,112.1,39.5,0.08574834,7.915806970865326,Saved,Head,Open Play
West Ham United,Mark Noble,96.4,42.6,0.04102696,23.74278837878988,Off T,Right Foot,Open Play
West Ham United,Aaron Cresswell,104.4,21.7,0.01664262,24.046829312822094,Saved,Left Foot,Open Play
Stoke City,Mame Biram Diouf,107.0,48.7,0.21944693,15.642570121306795,Saved,Left Foot,Open Play
Stoke City,Bojan Krkíc Pérez,105.3,56.6,0.032244846,22.17318199988446,Wayward,Left Foot,Open Play
Stoke City,Charlie Adam,93.8,41.4,0.029621327,26.2373779177722,Blocked,Left Foot,Open Play
Stoke City,Mame Biram Diouf,102.7,37.8,0.06940423,17.439323381370045,Blocked,Left Foot,Open Play
West Ham United,Michail Antonio,101.2,30.8,0.03947005,20.930360723121805,Blocked,Right Foot,Open Play
West Ham United,Mauro Matías Zárate,101.6,48.4,0.058368266,20.22671500763286,Post,Right Foot,Open Play
West Ham United,Enner Remberto Valencia Lastra,111.9,38.5,0.27661958,8.237718130647583,Saved,Head,Open Play
West Ham United,Mauro Matías Zárate,96.0,46.8,0.029259034,24.944738924270183,Blocked,Left Foot,Open Play
West Ham United,Cheikhou Kouyaté,81.2,32.9,0.007381318,39.44426447533279,Saved,Right Foot,Free Kick
Stoke City,Mame Biram Diouf,102.7,43.9,0.42787996,17.734147850968196,Saved,Right Foot,Open Play
West Ham United,Enner Remberto Valencia Lastra,78.1,38.0,0.0054937513,41.94770553915912,Off T,Right Foot,Open Play
West Ham United,Cheikhou Kouyaté,116.6,42.9,0.18486765,4.468780594300869,Blocked,Head,Open Play
Arsenal,Alexis Alejandro Sánchez Sánchez,103.7,26.7,0.021022763,21.03758541277967,Off T,Head,Open Play
Arsenal,Alexis Alejandro Sánchez Sánchez,115.6,44.6,0.3619568,6.365532185135825,Goal,Right Foot,Open Play
Arsenal,Mesut Özil,105.7,42.0,0.12780957,14.439182802361078,Goal,Left Foot,Open Play
Arsenal,Alexis Alejandro Sánchez Sánchez,102.8,37.4,0.078730255,17.39540169125163,Goal,Right Foot,Open Play
Arsenal,Santiago Cazorla González,89.0,44.9,0.020406762,31.384868965793054,Off T,Right Foot,Open Play
Arsenal,Aaron Ramsey,112.9,44.4,0.30145916,8.35284382710463,Off T,Right Foot,Open Play
Arsenal,Theo Walcott,101.9,57.4,0.03948905,25.10717029057635,Off T,Right Foot,Open Play
Manchester United,Anthony Martial,109.5,40.0,0.36363524,10.5,Saved,Left Foot,Open Play
Manchester United,Ashley Young,94.8,36.3,0.04910972,25.470178640912597,Saved,Right Foot,Open Play
Arsenal,Mesut Özil,94.4,46.0,0.05942554,26.29372548727167,Blocked,Left Foot,Free Kick
Arsenal,Mesut Özil,96.2,46.0,0.027135253,24.5446531855718,Blocked,Left Foot,Open Play
Manchester United,Wayne Mark Rooney,97.9,34.4,0.044761263,22.79846486059971,Saved,Right Foot,Open Play
Manchester United,Bastian Schweinsteiger,110.9,37.6,0.54113483,9.411163583744568,Saved,Right Foot,Open Play
Manchester United,Juan Manuel Mata García,98.4,45.4,0.070311815,22.26477037833536,Off T,Left Foot,Open Play
Arsenal,Mesut Özil,103.4,38.1,0.16058023,16.708381130438696,Saved,Left Foot,Open Play
Manchester United,Juan Manuel Mata García,94.1,54.2,0.02391848,29.537264599146624,Blocked,Left Foot,Open Play
Manchester United,Luis Antonio Valencia Mosquera,101.1,55.9,0.034163345,24.69858295530333,Wayward,Right Foot,Open Play
Arsenal,Olivier Giroud,105.0,38.0,0.20838387,15.132745950421556,Saved,Right Foot,Open Play
Manchester United,Wayne Mark Rooney,93.2,47.5,0.027956977,27.829660436304284,Off T,Right Foot,Open Play
Arsenal,Alex Oxlade-Chamberlain,112.6,53.2,0.12895793,15.13274595042156,Post,Right Foot,Open Play
Newcastle United,Fabricio Coloccini,115.7,38.2,0.41482657,4.661544808322662,Saved,Right Foot,Open Play
Newcastle United,Moussa Sissoko,107.2,52.1,0.064534955,17.613914953808536,Blocked,Right Foot,Open Play
Newcastle United,Aleksandar Mitrović,107.7,48.7,0.037371393,15.065855435387663,Off T,Head,Open Play
Sunderland,Lee Cattermole,91.4,36.6,0.021841373,28.8013888554007,Blocked,Right Foot,Open Play
Newcastle United,Georginio Wijnaldum,98.6,28.7,0.054690037,24.200206610688273,Saved,Left Foot,Open Play
Newcastle United,Jack Colback,102.3,38.2,0.07391329,17.791290003819288,Wayward,Left Foot,Open Play
Newcastle United,Aleksandar Mitrović,112.8,43.9,0.8392974,8.18840643837371,Off T,Right Foot,Open Play
Newcastle United,Moussa Sissoko,103.0,56.0,0.031611867,23.345235059857504,Blocked,Left Foot,Open Play
Newcastle United,Moussa Sissoko,94.0,47.5,0.026376052,27.060118255469618,Saved,Left Foot,Open Play
Sunderland,Steven Fletcher,111.1,39.9,0.064235546,8.900561780022658,Blocked,Head,Open Play
Newcastle United,Jack Colback,111.5,49.7,0.18312919,12.897286536322284,Saved,Right Foot,Open Play
Newcastle United,Aleksandar Mitrović,113.3,46.6,0.070946634,9.404786015641188,Off T,Right Foot,Open Play
Newcastle United,Ayoze Pérez Gutiérrez,111.8,50.3,0.16809975,13.165485179058157,Wayward,Left Foot,Open Play
Newcastle United,Georginio Wijnaldum,100.2,26.9,0.061820045,23.741314201197877,Saved,Right Foot,Free Kick
Newcastle United,Ayoze Pérez Gutiérrez,111.2,21.6,0.010394924,20.396078054371138,Blocked,Right Foot,Open Play
Sunderland,Adam Johnson,108.1,40.2,0.7835,11.901680553602509,Goal,Left Foot,Penalty
Sunderland,Jermain Defoe,103.0,52.7,0.058981504,21.220037700249264,Blocked,Right Foot,Open Play
Newcastle United,Aleksandar Mitrović,109.0,33.7,0.45560068,12.676355943251197,Saved,Right Foot,Open Play
Newcastle United,Ayoze Pérez Gutiérrez,94.5,41.8,0.032252952,25.563450471327222,Saved,Right Foot,Open Play
Sunderland,Steven Fletcher,95.9,26.3,0.02273964,27.721832551258217,Blocked,Left Foot,Open Play
Sunderland,Yann Gérard M''Vila,107.5,26.5,0.036030393,18.398369492974098,Blocked,Right Foot,Open Play
Sunderland,Billy Jones,118.5,41.4,0.86778295,2.051828452868318,Goal,Right Foot,Open Play
Newcastle United,Georginio Wijnaldum,109.5,55.3,0.053915214,18.556400513030535,Saved,Right Foot,Open Play
